employee_id,first_name,last_name,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
1578676141,Rourke,MacArthur,Customer Service,Technical Support,6367159762,6384586478,9657388599,12104572130,Individual Contributor,56724,10/10/2019,,,,1
1581273588,Herb,Scally,HR,Training,3333771992,1122783933,8421163041,12104572130,Individual Contributor,58140,10/18/2015,,,,1
1583513027,Staford,Stockle,Procurement,Procurement,1638402712,6827380667,4284772434,12104572130,Individual Contributor,57805,7/13/2018,5/15/2020,Voluntary,More flexible benefits,0
1583687160,Avictor,Ciccone,Sales,Business Development,240951251,2241679125,4932459135,12104572130,Individual Contributor,86244,2/12/2021,,,,1
1583872264,Tadeo,Cutajar,Software,Technical Support,1327507817,12104572130,,,Manager,84956,3/3/2017,,,,1
1588878139,Calvin,Bather,Product Development,Product Marketing,7785638811,3438576425,2316448272,12104572130,Individual Contributor,86432,5/2/2012,,,,1
1589529389,Moise,Dybbe,R&D,Product Design,3878476132,5325728346,9928084959,12104572130,Individual Contributor,80821,3/25/2017,,,,1
1590378635,Linus,Poker,Sales,Sales Operations,9588662057,4098218245,12104572130,,Team Lead,79861,11/19/2017,,,,1
1595846692,Loraine,Niccolls,Software,QA,8522026864,9180299011,6268712051,12104572130,Individual Contributor,96273,9/29/2020,,,,1
1600905450,Dov,Jeaycock,Software,Software Development,7652347480,1900946112,5254944830,12104572130,Individual Contributor,92935,3/17/2015,,,,1
1602596325,Bunny,Tibbles,Software,Software Development,4657616823,877337451,9195070758,12104572130,Individual Contributor,73813,12/29/2013,1/9/2015,Voluntary,More flexible benefits,0
1612546590,Tanya,Osichev,Sales,Sales Operations,2674326044,8374364807,3664844848,12104572130,Individual Contributor,77935,9/26/2013,,,,1
1613260099,Alexandro,Phidgin,Software,Software Development,4657616823,965981223,226422921,12104572130,Individual Contributor,97069,2/11/2018,,,,1
1613493591,Elnora,Marple,Operations,Supply Chain,3210430671,4521656077,8495424892,12104572130,Individual Contributor,77457,5/9/2018,4/1/2019,Voluntary,More flexible benefits,0
1615305600,Gregoire,Chstney,Customer Service,Technical Support,9321962302,2738173682,9657388599,12104572130,Individual Contributor,68433,7/28/2020,,,,1
1616697849,Garner,Broadbury,Operations,Supply Chain,8944569760,2350609054,8488156355,12104572130,Individual Contributor,72576,5/30/2017,,,,1
1616930251,Wenda,Baress,Software,Technical Support,3228223998,3232398563,5254944830,12104572130,Individual Contributor,78388,4/6/2013,1/23/2014,Voluntary,More flexible benefits,0
1616961292,Emily,Ivell,Product Development,Product Management,4754231337,12104572130,,,Manager,91472,1/20/2015,,,,1
1619633798,Kim,McGifford,Software,QA,1819838159,1368787589,6268712051,12104572130,Individual Contributor,97876,8/20/2021,,,,1
1620052826,Paxton,Highwood,Sales,Account Management,5826214295,8983780137,390131335,12104572130,Individual Contributor,70462,9/22/2021,,,,1
1623009525,Aleksandr,Mintoff,Legal,Intellectual Property,3019821790,9988968226,6102968019,12104572130,Individual Contributor,86219,7/26/2020,,,,1
1623862902,Elmore,Mealing,Marketing,Marketing Research,7660291466,2066534911,4092540016,12104572130,Individual Contributor,63496,9/11/2018,,,,1
1626346501,Yolanda,Neeson,Administration,Executive Assistants,2840761127,8652820129,12104572130,,Team Lead,72228,1/8/2021,,,,1
1628981321,Sherwood,Spatari,HR,Recruiting,9786250674,4930496475,8377149542,12104572130,Individual Contributor,58900,8/10/2020,8/10/2020,Voluntary,Better salary,0
1629033690,Patton,Pilling,Software,Software Development,3131759161,9777908582,5959242695,12104572130,Individual Contributor,71463,6/29/2012,,,,1
1629240509,Andreana,Wildbore,Finance,Auditing,8412275732,6641422960,12104572130,,Team Lead,96809,12/1/2012,,,,1
1633958472,Redford,Thurlby,Product Development,Product Marketing,9481633581,3448401754,5207980214,12104572130,Individual Contributor,89594,11/23/2015,,,,1
1635287036,Erskine,Strete,Marketing,Public Relations,2268142296,4790098732,9743222543,12104572130,Individual Contributor,59145,6/15/2014,,,,1
1636839905,Omero,Leftbridge,Legal,Litigation,3346380741,8808926609,5930096966,12104572130,Individual Contributor,84102,2/28/2014,,,,1
1638268308,Waylon,Feldmann,Sales,Sales Operations,3884590873,1761934277,1074347333,12104572130,Individual Contributor,70922,7/26/2018,,,,1
1638402712,Merwyn,Fonte,Procurement,Supply Chain,2036341103,822744718,12104572130,,Team Lead,59400,8/26/2012,,,,1
1640715605,Bea,Whightman,Legal,Intellectual Property,5378368635,8808926609,2591261030,12104572130,Individual Contributor,110828,11/11/2019,,,,1
1643798800,Madelene,Lusty,R&D,Product Design,574484177,3792599203,12104572130,,Team Lead,88692,10/10/2013,,,,1
1646714686,Theodor,Barneville,Software,QA,9900405594,7357925070,12104572130,,Team Lead,96761,3/10/2018,,,,1
1647463287,Tallie,Sivill,Sales,Business Development,5278934159,4318439948,3664844848,12104572130,Individual Contributor,82536,3/24/2020,,,,1
1648188671,Walton,Struis,Customer Service,Customer Support,9657388599,12104572130,,,Manager,64178,12/28/2018,,,,1
1648354202,Jade,Herrieven,Finance,Financial Planning,7265175724,5400546882,12104572130,,Team Lead,103620,10/16/2015,,,,1
1653689124,Rona,Bonnesen,HR,Recruiting,4930496475,1871591752,12104572130,,Team Lead,65985,8/4/2018,,,,1
1659522744,Felicle,Nowakowska,Marketing,Marketing Research,4092540016,12104572130,,,Manager,107215,2/16/2017,12/1/2017,Voluntary,More flexible benefits,0
1663535577,Chaddy,de Mendoza,Software,Technical Support,6123517755,3392502096,259741855,12104572130,Individual Contributor,93921,1/3/2020,,,,1
1668315370,Bennie,Jordine,Procurement,Vendor Management,1638402712,2942515027,4284772434,12104572130,Individual Contributor,62783,12/17/2015,,,,1
1669035538,Damaris,Karpov,Marketing,Marketing Research,5601261629,3307450964,4092540016,12104572130,Individual Contributor,94175,3/29/2017,,,,1
1670871353,Licha,Farquhar,Marketing,Advertising,4092540016,12104572130,,,Manager,97830,3/29/2020,,,,1
1672001344,Wendell,Klimentyev,Finance,Accounting,6022803528,12104572130,,,Manager,101806,9/9/2018,,,,1
1672606048,Doll,Cliss,R&D,Prototyping,3314524903,12104572130,,,Manager,85066,6/22/2014,,,,1
1673292265,Alvan,Dooher,R&D,Research,9104545105,574484177,4691487226,12104572130,Individual Contributor,91175,4/14/2020,2/7/2021,Voluntary,Found a better opportunity,0
1674257891,Arnoldo,Dallon,Finance,Accounting,3428885937,3225775822,12104572130,,Team Lead,102999,5/24/2015,,,,1
1677797132,Elisabetta,Kenwrick,Software,Software Development,8328659927,1583872264,6268712051,12104572130,Individual Contributor,82278,8/8/2012,4/11/2015,Voluntary,Found a better opportunity,0
1681263744,Cathe,Wilber,HR,Training,9741260931,3613728055,8377149542,12104572130,Individual Contributor,79108,7/7/2019,6/27/2020,Voluntary,More flexible benefits,0
1682521382,Barri,Vannacci,Procurement,Vendor Management,3058049214,702442395,3570683418,12104572130,Individual Contributor,62355,1/8/2016,,,,1
1687443287,Glenn,Melley,Operations,Project Management,7626222393,3966372359,8375539146,12104572130,Individual Contributor,67398,10/5/2016,8/5/2018,Voluntary,Career change,0
1688278367,Anna-diana,Polle,Marketing,Advertising,5182865458,860076941,2813655685,12104572130,Individual Contributor,58108,10/20/2020,,,,1
1689927080,Radcliffe,Haffard,Operations,Logistics,9843016922,12104572130,,,Manager,93503,11/16/2014,,,,1
1690525875,Elvyn,Sangwine,Sales,Sales Operations,7449973146,1761934277,5701309242,12104572130,Individual Contributor,82171,9/8/2016,,,,1
1695049137,Cordy,Hurburt,Procurement,Supply Chain,1638402712,702442395,3570683418,12104572130,Individual Contributor,52806,8/26/2013,,,,1
1697459633,Giuseppe,Brevitt,Operations,Supply Chain,9843016922,12104572130,,,Manager,90573,3/13/2020,,,,1
1697473885,Laurent,Golden,Software,QA,8957069095,9180299011,9368442131,12104572130,Individual Contributor,90796,3/17/2012,,,,1
1701419331,Dorey,Marl,Product Development,Project Management,2372871770,3438576425,4754231337,12104572130,Individual Contributor,80217,7/31/2016,7/11/2018,Involuntary,Company restructuring,0
1703031136,Malissa,Neachell,Legal,Litigation,9853910653,5222419382,12104572130,,Team Lead,115968,8/11/2020,,,,1
1704339793,Jeri,Orum,Software,Technical Support,3211861850,5390863100,21007178,12104572130,Individual Contributor,71506,6/5/2015,,,,1
1706457525,Ole,Becaris,Operations,Supply Chain,437433600,1697459633,9452810041,12104572130,Individual Contributor,63598,10/4/2020,,,,1
1707991607,Keen,Gaize,HR,Benefits,8416606255,5322131399,5940412697,12104572130,Individual Contributor,79066,6/5/2020,2/15/2021,Voluntary,More flexible benefits,0
1709943530,Britney,Gorner,Legal,Intellectual Property,8466707201,9988968226,5930096966,12104572130,Individual Contributor,99959,11/25/2012,,,,1
1710199026,Stan,Habbijam,Marketing,Public Relations,4139530195,6010476544,2813655685,12104572130,Individual Contributor,78205,10/16/2021,12/14/2021,Voluntary,More flexible benefits,0
1711782397,Rich,Corbin,Software,Technical Support,6794645902,2018169686,1327507817,12104572130,Individual Contributor,104370,6/29/2017,6/26/2018,Voluntary,Found a better opportunity,0
1712432991,Estevan,Myderscough,Procurement,Supply Chain,2036341103,3570683418,12104572130,,Team Lead,56701,10/1/2018,,,,1
1714788879,Edgar,Slipper,Software,Software Development,1857304825,4001771164,226422921,12104572130,Individual Contributor,89402,3/18/2019,,,,1
1716766623,Brandy,Whatson,Sales,Account Management,3855144093,1188827613,1074347333,12104572130,Individual Contributor,57907,6/8/2017,,,,1
1721234950,Gav,Outlaw,Customer Service,Account Management,8237113481,9657388599,12104572130,,Team Lead,54474,11/28/2014,,,,1
1722341574,Shina,Gricewood,Customer Service,Account Management,4396775897,5719467697,9657388599,12104572130,Individual Contributor,55830,9/24/2015,,,,1
1740357466,Nick,Yggo,Operations,Logistics,12104572130,,,,Director,85844,6/24/2021,,,,1
1742211818,Brigitte,Dureden,Sales,Account Management,8143187226,8057668487,12104572130,,Team Lead,91110,10/19/2021,,,,1
1745704445,Aldrich,Winkworth,Customer Service,Customer Support,9191905228,6384586478,9657388599,12104572130,Individual Contributor,70166,8/13/2013,,,,1
1746330094,Hiram,Cowsby,Operations,Project Management,2422532302,9107093688,8488156355,12104572130,Individual Contributor,73682,7/30/2013,,,,1
1747471771,Kellen,Footitt,Software,Software Development,3116630222,5942974370,12104572130,,Team Lead,103271,6/5/2015,,,,1
1759290776,Ogdon,Escofier,Software,QA,9165594880,1583872264,1091647106,12104572130,Individual Contributor,94222,4/11/2013,,,,1
1761934277,Tristan,Waterstone,Sales,Sales Operations,3142852362,12104572130,,,Manager,94755,3/12/2012,,,,1
1762788793,Lorain,Carsey,Sales,Account Management,9874902446,5420693232,1074347333,12104572130,Individual Contributor,61157,8/6/2017,,,,1
1768523868,Hugues,Espino,R&D,Research,2826819234,1672606048,4691487226,12104572130,Individual Contributor,97564,1/30/2014,,,,1
1769683928,Morse,Hutchinges,Finance,Financial Planning,7409078933,2902943635,6022803528,12104572130,Individual Contributor,72316,6/26/2014,,,,1
1771132947,Brewster,Daniell,Operations,Logistics,2350609054,9843016922,12104572130,,Team Lead,72165,11/16/2017,,,,1
1772462083,Charmion,Eagell,Legal,Corporate Law,3506070575,5222419382,12104572130,,Team Lead,111520,1/1/2019,,,,1
1779146869,Aurelia,Leband,Marketing,Marketing Research,7660291466,5207901096,4092540016,12104572130,Individual Contributor,94155,11/3/2012,,,,1
1779214055,Elmo,Caulwell,Software,Software Development,497634368,3458280098,3902693036,12104572130,Individual Contributor,97039,8/12/2013,,,,1
1780767594,Arlie,Rayworth,R&D,Research,6437708561,4549900708,9928084959,12104572130,Individual Contributor,93112,6/16/2019,,,,1
1780864897,Ceil,Manklow,Software,Software Development,4645585274,1900946112,226422921,12104572130,Individual Contributor,95119,12/18/2013,,,,1
1782323779,Phebe,Gyver,Operations,Project Management,934452372,9452810041,12104572130,,Team Lead,95418,2/17/2017,12/14/2018,Voluntary,Personal reasons,0
1784082586,Janean,Franzen,Software,QA,1747471771,399958811,6268712051,12104572130,Individual Contributor,105823,11/26/2012,10/29/2013,Voluntary,Relocation,0
1786294432,Leigh,Reace,Software,QA,9606060417,2171022254,7708606215,12104572130,Individual Contributor,72403,1/23/2018,,,,1
1786886380,Bil,Worrell,Finance,Financial Planning,8890945608,7265175724,2793295523,12104572130,Individual Contributor,94135,2/28/2015,,,,1
1788997464,Clarissa,Ginnell,Software,Software Development,3899352413,7708606215,12104572130,,Team Lead,104834,9/4/2020,,,,1
1789398965,Chevy,O'Gaven,Procurement,Vendor Management,5226775059,702442395,584122183,12104572130,Individual Contributor,74404,9/26/2017,,,,1
1789637162,Dorolice,Tizard,Software,QA,7652347480,7297337598,9195070758,12104572130,Individual Contributor,73168,9/11/2013,,,,1
1790344659,Clark,Purdom,Finance,Auditing,7409078933,6043081030,6641422960,12104572130,Individual Contributor,84341,7/11/2016,,,,1
1793525311,Brandtr,Millea,Sales,Sales Operations,1985750865,5426155896,390131335,12104572130,Individual Contributor,81666,9/23/2020,1/19/2021,Voluntary,Found a better opportunity,0
1801081050,Benny,Damato,Software,Software Development,708917092,5305237896,6372547560,12104572130,Individual Contributor,101166,1/6/2021,,,,1
1805252134,Felike,Greydon,Sales,Sales Operations,5898696889,8949267496,8057668487,12104572130,Individual Contributor,86205,3/25/2016,2/23/2018,Voluntary,Personal reasons,0
1807511451,Paulo,Menzies,Marketing,Public Relations,6201562625,4092540016,12104572130,,Team Lead,104035,4/22/2012,,,,1
1809614904,Ladonna,Kalb,Marketing,Public Relations,6889502428,7505933947,9743222543,12104572130,Individual Contributor,81014,7/7/2021,,,,1
1814824138,Conchita,Nalder,Procurement,Procurement,2061244656,1055062301,584122183,12104572130,Individual Contributor,67675,5/12/2015,,,,1
1816276504,Alfons,Tomowicz,Software,Technical Support,5538377209,642542467,5959242695,12104572130,Individual Contributor,83849,2/15/2015,,,,1
1816448492,Gerhardine,Amis,Operations,Project Management,3154133190,9490565071,8375539146,12104572130,Individual Contributor,79457,8/1/2014,6/21/2015,Voluntary,Better salary,0
1819838159,Sherry,Debney,Software,Technical Support,9798129566,7357925070,12104572130,,Team Lead,79407,6/11/2016,,,,1
1820272757,Cesar,Mundwell,Product Development,Product Management,3315271244,1401239962,4754231337,12104572130,Individual Contributor,79368,10/2/2017,,,,1
1821359021,Alisha,Arnaudi,HR,Recruiting,7064415887,2771745961,1871591752,12104572130,Individual Contributor,73375,4/7/2013,,,,1
1822907488,Adelina,Truscott,Finance,Financial Planning,7409078933,1672001344,7504010968,12104572130,Individual Contributor,77406,10/11/2021,12/4/2021,Involuntary,Performance,0
1825250688,Marve,Toppin,HR,Benefits,630048313,6284594203,2874824995,12104572130,Individual Contributor,60124,1/15/2014,,,,1
1825888667,Dew,Biggans,Legal,Litigation,5110366685,9853910653,2591261030,12104572130,Individual Contributor,85914,3/21/2017,,,,1
1826069593,Brnaby,Fremantle,Sales,Business Development,9588662057,390131335,12104572130,,Team Lead,87913,8/25/2014,8/19/2016,Voluntary,Found a better opportunity,0
1826237648,Rodrick,Sanchis,R&D,Research,6724621592,5760565657,9928084959,12104572130,Individual Contributor,76158,1/10/2019,,,,1
1827926738,Adolph,Sutherns,Software,Software Development,4422581426,2172742437,259741855,12104572130,Individual Contributor,99932,9/16/2020,,,,1
1828057251,Patrizio,Pasticznyk,HR,Benefits,6946836951,1122783933,3315940256,12104572130,Individual Contributor,57709,6/17/2019,,,,1
1830942901,Emilie,MacIlurick,HR,Training,6684010679,8421163041,12104572130,,Team Lead,62441,2/9/2013,3/6/2015,Involuntary,Company restructuring,0
1832890676,Carmela,Antrim,Software,Technical Support,5200779776,9839227290,5942974370,12104572130,Individual Contributor,71791,11/20/2018,,,,1
1836685104,Edwina,Morrel,Software,Technical Support,6505384746,965981223,6129740252,12104572130,Individual Contributor,80008,8/15/2018,,,,1
1837389722,Jacob,Brockhouse,Sales,Sales Operations,5181418128,1147520789,2188325953,12104572130,Individual Contributor,86981,4/9/2017,,,,1
1850977097,Farrel,Hourahan,Administration,Travel,6216076748,7529168424,5419153998,12104572130,Individual Contributor,69147,2/3/2018,,,,1
1853937383,Waylen,Brosini,Procurement,Supply Chain,3058049214,8698109743,822744718,12104572130,Individual Contributor,56243,1/19/2017,,,,1
1855812703,Flory,Borell,Marketing,Marketing Research,1949400041,12104572130,,,Manager,96525,7/10/2012,,,,1
1856186638,Kelly,Lauga,HR,Training,5938018081,5589430086,8377149542,12104572130,Individual Contributor,71143,5/20/2013,,,,1
1857304825,Madelene,Mobius,Software,QA,2018169686,6268712051,12104572130,,Team Lead,111661,10/12/2012,,,,1
1859144633,Chauncey,Downer,Product Development,Project Management,4754231337,12104572130,,,Manager,84792,4/24/2012,2/8/2014,Voluntary,Found a better opportunity,0
1859961624,Nonna,Archley,Finance,Financial Planning,3947021486,8876294130,8996729135,12104572130,Individual Contributor,69358,12/21/2012,,,,1
1862971962,Caryl,Brimblecomb,Marketing,Advertising,7651520359,2066534911,4092540016,12104572130,Individual Contributor,91195,11/10/2019,,,,1
1868985606,Millicent,Holywell,Sales,Business Development,5701309242,12104572130,,,Manager,85406,11/5/2020,10/20/2021,Voluntary,Better salary,0
1871591752,Caesar,Trussler,HR,Training,12104572130,,,,Director,88197,2/25/2016,,,,1
1872245355,Salvatore,Franck,Administration,Facilities,3030369468,2241426947,8199309593,12104572130,Individual Contributor,56907,10/17/2017,,,,1
1872598986,Isidor,Veeler,Finance,Financial Planning,3073905311,9882325408,4691268378,12104572130,Individual Contributor,65248,8/25/2017,,,,1
1873851777,Judi,Worsnop,Sales,Business Development,1423323651,9291937996,4932459135,12104572130,Individual Contributor,81180,5/17/2014,,,,1
1877223371,Felipa,Thomasson,HR,Benefits,5221215448,6284594203,302887809,12104572130,Individual Contributor,60220,5/27/2018,,,,1
1878111571,Willa,Urch,Finance,Financial Planning,4822172627,6711801205,3225775822,12104572130,Individual Contributor,74128,12/22/2021,,,,1
1880200034,Chaddie,Kellar,Software,Technical Support,399958811,5254944830,12104572130,,Team Lead,92914,3/1/2018,,,,1
1880475512,Vincenty,Cadwallader,R&D,Research,4363135469,5661678441,9928084959,12104572130,Individual Contributor,95366,10/18/2021,11/29/2021,Voluntary,Better salary,0
1885370993,Cord,Cogger,HR,Benefits,302887809,12104572130,,,Manager,74547,1/1/2012,,,,1
1889744626,Kermy,Collyns,Sales,Account Management,3170674147,9588662057,3664844848,12104572130,Individual Contributor,71518,2/10/2021,,,,1
1895372385,Ellis,Cuel,Legal,Litigation,6916377962,7038178543,5930096966,12104572130,Individual Contributor,111665,1/27/2013,,,,1
1896476846,Mathian,Tenpenny,Software,QA,5254944830,12104572130,,,Manager,93274,8/25/2020,,,,1
1896858712,Lena,Giacoppo,Marketing,Advertising,5182865458,4524447811,9743222543,12104572130,Individual Contributor,80904,2/5/2021,,,,1
1898689827,Eddy,Cutten,Finance,Accounting,3703583476,4077713505,6022803528,12104572130,Individual Contributor,82698,5/19/2021,,,,1
1900453285,Robbert,Lyes,Operations,Logistics,4701277735,5721091419,8495424892,12104572130,Individual Contributor,74139,8/28/2015,8/4/2016,Voluntary,Career change,0
1900645766,Aron,Liddiard,Software,Technical Support,8328659927,1235334166,7357925070,12104572130,Individual Contributor,88736,10/3/2015,,,,1
1900946112,Yvor,McKinlay,Software,Software Development,5942974370,12104572130,,,Manager,99894,10/12/2014,,,,1
1903423788,Carr,Wellbank,Finance,Accounting,3703583476,6043081030,4691268378,12104572130,Individual Contributor,76257,9/29/2014,,,,1
1905226689,Jody,Loutheane,Procurement,Supply Chain,2392326120,2036341103,3570683418,12104572130,Individual Contributor,75225,4/17/2018,,,,1
1906269590,Paulo,Shottin,Software,QA,5362387004,7319984387,1327507817,12104572130,Individual Contributor,98867,10/12/2016,,,,1
1906611598,Tedman,Berggren,Software,QA,4010480920,9798129566,1327507817,12104572130,Individual Contributor,89832,1/16/2013,1/9/2015,Voluntary,Better salary,0
1906967826,Ann,Alessandretti,Software,Technical Support,198705652,1097818055,7708606215,12104572130,Individual Contributor,69484,1/17/2020,,,,1
1910587822,Ashil,Nell,HR,Benefits,5859917934,977946997,8377149542,12104572130,Individual Contributor,57607,1/10/2019,,,,1
1914357141,Olav,Juarez,Sales,Business Development,8203750045,256717339,2169536929,12104572130,Individual Contributor,79113,5/12/2012,2/15/2013,Voluntary,Found a better opportunity,0
1915593074,Skell,Smallpeice,Product Development,Product Marketing,2196257370,3002121194,765808111,12104572130,Individual Contributor,96007,10/21/2015,,,,1
1915913387,Naomi,St. Aubyn,HR,Recruiting,4236317575,9663064631,3315940256,12104572130,Individual Contributor,63024,7/3/2014,5/16/2015,Voluntary,More flexible benefits,0
1916921933,Gilberte,Rawnsley,R&D,Prototyping,1490454440,44493250,9928084959,12104572130,Individual Contributor,86966,1/27/2017,,,,1
1919267290,Mei,Pratton,Operations,Supply Chain,3154133190,9107093688,8488156355,12104572130,Individual Contributor,82460,6/26/2012,,,,1
1921904962,Constantine,Gaylard,Customer Service,Technical Support,9321962302,3800737707,9657388599,12104572130,Individual Contributor,69250,4/25/2020,,,,1
1922096782,Karly,De Cristofalo,Software,QA,4010480920,615530838,6372547560,12104572130,Individual Contributor,92724,7/5/2021,,,,1
1926850154,Raynard,Croan,Sales,Account Management,8203750045,3786575563,390131335,12104572130,Individual Contributor,87109,12/15/2019,,,,1
1927101441,Hakeem,Leftridge,Operations,Supply Chain,5857782715,9843016922,12104572130,,Team Lead,76292,4/4/2020,,,,1
1930030516,Kary,Vicar,Software,Technical Support,1411913625,4097584094,5942974370,12104572130,Individual Contributor,96674,11/29/2012,,,,1
1932048775,Jeanette,Narrie,Operations,Logistics,3154133190,2308855907,8495424892,12104572130,Individual Contributor,66115,8/12/2017,6/6/2018,Voluntary,Found a better opportunity,0
1934889104,Maitilde,Quainton,Sales,Account Management,2747567836,5701309242,12104572130,,Team Lead,58664,12/11/2019,,,,1
1935033692,Marcelo,Winridge,Procurement,Procurement,5845371494,8886609535,584122183,12104572130,Individual Contributor,51637,4/3/2015,,,,1
1936365666,Kyle,Fearnyhough,Product Development,Product Management,8270405811,3002121194,4754231337,12104572130,Individual Contributor,89474,12/31/2020,,,,1
1936638777,Terrie,Burgane,R&D,Product Design,6635192943,4549900708,9928084959,12104572130,Individual Contributor,91800,2/22/2021,8/16/2021,Voluntary,Career change,0
1944331698,Korney,Callaby,Customer Service,Technical Support,9191905228,7799349465,9657388599,12104572130,Individual Contributor,63272,8/27/2018,,,,1
1945006656,Cullan,Bertholin,Marketing,Advertising,1807511451,7236206518,9743222543,12104572130,Individual Contributor,85124,10/29/2019,,,,1
1945615990,Reba,Ruffles,R&D,Product Design,5279525268,9474330457,1424199297,12104572130,Individual Contributor,75808,1/11/2018,,,,1
1948139238,Alfie,Grundell,Operations,Supply Chain,5194718228,263295907,8495424892,12104572130,Individual Contributor,83094,2/13/2013,,,,1
1949400041,Marmaduke,Marvel,Marketing,Marketing Research,12104572130,,,,Director,87474,4/18/2012,,,,1
1951103518,Burch,Gregersen,Procurement,Supply Chain,1638402712,1055062301,4284772434,12104572130,Individual Contributor,56499,11/21/2012,,,,1
1951175675,Riley,Thrush,Customer Service,Account Management,5719467697,9657388599,12104572130,,Team Lead,57616,5/23/2019,,,,1
1955121370,Marita,Libbis,Procurement,Procurement,5845371494,2036341103,822744718,12104572130,Individual Contributor,53997,3/23/2016,,,,1
1957896163,Wang,Rishbrook,Operations,Supply Chain,2779182551,2173035137,9452810041,12104572130,Individual Contributor,75897,12/29/2017,,,,1
1961103582,Jermaine,Seel,Software,QA,4152298519,615530838,7708606215,12104572130,Individual Contributor,103230,3/23/2013,,,,1
1966624945,Karlis,Leith,HR,Recruiting,7870535481,12104572130,,,Manager,82648,2/3/2012,,,,1
1966850952,Gaye,Dafforne,HR,Training,9237096765,7870535481,12104572130,,Team Lead,85514,2/24/2012,,,,1
1967618053,Fenelia,Couch,Sales,Business Development,5044231817,3252603214,3664844848,12104572130,Individual Contributor,52573,1/3/2012,,,,1
1968293149,Karel,Saunt,HR,Benefits,489901173,6284594203,1871591752,12104572130,Individual Contributor,66448,2/26/2014,,,,1
1968527859,Meridel,Lillicrop,Software,QA,1411913625,2171022254,1091647106,12104572130,Individual Contributor,79525,3/12/2020,,,,1
1968715748,Mona,Blindt,Software,Technical Support,4152298519,9798129566,6268712051,12104572130,Individual Contributor,91462,8/30/2014,,,,1
1968726438,Salvador,Hotson,Operations,Logistics,9490565071,1740357466,12104572130,,Team Lead,65696,2/11/2017,,,,1
1971259804,Janey,Ibarra,Procurement,Procurement,7582291716,584122183,12104572130,,Team Lead,73040,9/24/2020,,,,1
1971620015,Denis,Wake,Legal,Intellectual Property,7912680472,9853910653,2591261030,12104572130,Individual Contributor,92304,11/4/2012,,,,1
1971817405,Udall,Pettisall,Procurement,Vendor Management,7582291716,4284772434,12104572130,,Team Lead,71730,4/14/2012,5/4/2014,Voluntary,Found a better opportunity,0
1976072330,Harwilll,Testro,Legal,Intellectual Property,3051439190,7038178543,5930096966,12104572130,Individual Contributor,102151,9/17/2014,,,,1
1979347392,Nancey,Leahy,Sales,Business Development,5608227969,2976516973,3142852362,12104572130,Individual Contributor,84568,7/10/2020,,,,1
1984223092,Menard,Barthrop,Operations,Project Management,9452810041,12104572130,,,Manager,73550,11/17/2018,,,,1
1984687201,Kizzie,Fetter,Procurement,Procurement,161461539,2036341103,4284772434,12104572130,Individual Contributor,64033,12/6/2020,,,,1
1985750865,Otes,Otter,Sales,Account Management,1054097051,1074347333,12104572130,,Team Lead,84454,9/27/2014,,,,1
1987707428,Chery,Ameer-Beg,Administration,Travel,4837787854,9402855720,1055389029,12104572130,Individual Contributor,54844,11/20/2018,,,,1
1988722708,Rockie,Archanbault,Software,Technical Support,4860515053,9488217779,7708606215,12104572130,Individual Contributor,84288,7/27/2018,,,,1
1989461353,Junette,Warden,Legal,Litigation,4908020007,7038178543,5930096966,12104572130,Individual Contributor,93970,1/29/2019,1/18/2020,Voluntary,Found a better opportunity,0
1990112644,Skip,Hacquard,Sales,Sales Operations,3052563332,4618795010,5701309242,12104572130,Individual Contributor,86956,12/2/2021,,,,1
1995779462,Ermin,Whalebelly,Product Development,Project Management,7928121193,6592458020,4754231337,12104572130,Individual Contributor,92420,10/18/2019,,,,1
1996932914,Worth,Upward,HR,Recruiting,7807789283,7418359847,2874824995,12104572130,Individual Contributor,71940,7/23/2014,,,,1
1999799714,Avivah,Earpe,Customer Service,Customer Support,2491385131,6384586478,9657388599,12104572130,Individual Contributor,71263,3/26/2020,,,,1
2001110038,Gibb,Kedslie,Software,Software Development,7980376500,9180299011,9451957864,12104572130,Individual Contributor,85773,6/13/2021,,,,1
2002050896,Bobbee,Bridel,Software,Software Development,8522026864,3116630222,1327507817,12104572130,Individual Contributor,92284,1/21/2013,10/27/2013,Voluntary,More flexible benefits,0
2002868690,Neil,Hane,HR,Recruiting,2120298853,7548067465,2874824995,12104572130,Individual Contributor,75063,12/13/2018,,,,1
2006449282,Bernelle,Orsman,Software,Software Development,4860515053,4001771164,5254944830,12104572130,Individual Contributor,85638,3/30/2016,,,,1
2009334114,Sawyer,Snaith,Software,Technical Support,7073499443,3899352413,3902693036,12104572130,Individual Contributor,69410,10/12/2014,,,,1
2010047725,Kasey,Broscombe,HR,Benefits,1885370993,302887809,12104572130,,Team Lead,75582,12/1/2020,,,,1
2013815960,Jennee,Lickorish,Finance,Financial Planning,9121244649,6641422960,12104572130,,Team Lead,75828,7/24/2014,,,,1
2015532371,Georgetta,Kyteley,Software,Technical Support,3924214162,5390863100,2107182373,12104572130,Individual Contributor,81943,6/5/2012,,,,1
2015715664,Ripley,Chalkly,Software,QA,5912824385,8910285795,6268712051,12104572130,Individual Contributor,104135,4/7/2021,,,,1
